楼层,大区,小区,工作项,月份,序号,计划量,实际量,完成率%,单位,计划开始,计划结束,实际完成日期,标记
L4,NB,POD2.3-T,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.3-T,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.3-T,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.3-T,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.3-T,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.3-T,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.3CIST,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.3CIST,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.3T,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.3T,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.3T,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.3T,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.3T,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.3T,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.3T,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.4,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.4,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.4,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.4,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.4,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.4,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.4,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.4-T,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.4-T,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.4T,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.4T,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.4T,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.4T,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.4T,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.4T,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.4T,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.6CIS,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.6CIS,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L4 Slab Cast,,,,,,m²,,,,
L4,NB,POD2.6CIST,NB L3-L4 Main Beam RC,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L3-L4 Columns,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L3-L4 Corbel,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L3-L4 Core Wall,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L3-L4 Steel Beam,,,,,,nos,,,,
L4,NB,POD2.6CIST,NB L3-L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD1.1,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD1.1,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD1.1,L4 Columns,,,,,,nos,,,,
L4,MA,POD1.1,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD1.1,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD1.1,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD1.2,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD1.2,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD1.2,L4 Columns,,,,,,nos,,,,
L4,MA,POD1.2,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD1.2,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD1.2,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD1.2T,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD1.2T,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD1.2T,L4 Columns,,,,,,nos,,,,
L4,MA,POD1.2T,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD1.2T,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD1.2T,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.1CIST,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.1CIST,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.1CIST,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.1CIST,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.1CIST,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.1CIST,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.1T,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.1T,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.1T,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.1T,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.1T,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.1T,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.2,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.2,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.2,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.2,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.2,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.2,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.2T,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.2T,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.2T,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.2T,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.2T,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.2T,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.3CIST,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.3CIST,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.3CIST,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.3CIST,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.3CIST,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.3CIST,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.3T,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.3T,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.3T,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.3T,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.3T,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.3T,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.4,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.4,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.4,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.4,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.4,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.4,L4 Core Wall,,,,,,nos,,,,
L4,MA,POD3.4T,L4 Slab Cast,,,,,,m²,,,,
L4,MA,POD3.4T,L4 Lift/Stair Wall,,,,,,nos,,,,
L4,MA,POD3.4T,L4 Columns,,,,,,nos,,,,
L4,MA,POD3.4T,L4 Steel Beam,,,,,,nos,,,,
L4,MA,POD3.4T,L4 Main Beam RC,,,,,,nos,,,,
L4,MA,POD3.4T,L4 Core Wall,,,,,,nos,,,,
L5,EB,4.2,EB L5 Slab,,,,,,m²,,,,
L5,EB,4.2,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,4.2,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,4.2,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,4.2,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,4.2,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,4.2,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,4.2,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,4.2T,EB L5 Slab,,,,,,m²,,,,
L5,EB,4.2T,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,4.2T,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,4.2T,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,4.2T,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,4.2T,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,4.2T,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,4.2T,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,4.3,EB L5 Slab,,,,,,m²,,,,
L5,EB,4.3,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,4.3,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,4.3,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,4.3,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,4.3,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,4.3,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,4.3,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,4.4,EB L5 Slab,,,,,,m²,,,,
L5,EB,4.4,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,4.4,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,4.4,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,4.4,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,4.4,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,4.4,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,4.4,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.1,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.1,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.1,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.1,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.1,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.1,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.1,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.1,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.1CIS,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.1CIS,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.1CIST,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.1CIST,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.2,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.2,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.2,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.2,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.2,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.2,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.2,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.2,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.2T,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.2T,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.2T,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.2T,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.2T,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.2T,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.2T,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.2T,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.3CIST,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.3CIST,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.3T,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.3T,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.3T,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.3T,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.3T,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.3T,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.3T,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.3T,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,EB,POD4.4,EB L5 Slab,,,,,,m²,,,,
L5,EB,POD4.4,EB L4-L5 Columns,,,,,,nos,,,,
L5,EB,POD4.4,EB L4-L5 Corbel,,,,,,nos,,,,
L5,EB,POD4.4,EB L4-L5 Steel Beam,,,,,,nos,,,,
L5,EB,POD4.4,EB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,EB,POD4.4,EB L5-Roof Core Wall,,,,,,nos,,,,
L5,EB,POD4.4,EB L4-L5 Core Wall,,,,,,nos,,,,
L5,EB,POD4.4,EB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.1,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.1,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.1,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.1,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.1,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.1,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.1,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.1CIS,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.1CIS,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.1CIST,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.1CIST,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.1T,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.1T,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.1T,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.1T,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.1T,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.1T,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.1T,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.2,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.2,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.2,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.2,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.2,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.2,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.2,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.2T,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.2T,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.2T,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.2T,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.2T,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.2T,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.2T,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.3CIST,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.3CIST,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.3T,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.3T,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.3T,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.3T,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.3T,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.3T,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.3T,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.4T,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.4T,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.4T,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.4T,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.4T,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.4T,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.4T,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.6CIS,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.6CIS,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L5 Slab Cast,,,,,,m²,,,,
L5,NB,POD2.6CIST,NB L4-L5 Corbel,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L4-L5 Main Beam RC,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L4-L5 Columns,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L4-L5 Steel Beam,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L4-L5 Lift/Stair Wall,,,,,,nos,,,,
L5,NB,POD2.6CIST,NB L4-L5 Core Wall,,,,,,nos,,,,
L5,MA,POD1.2,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD1.2T,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.1CIST,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.1T,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.2,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.2T,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.3CIST,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.4,L5 Slab Cast,,,,,,m²,,,,
L5,MA,POD3.4T,L5 Slab Cast,,,,,,m²,,,,
OTHER,MA,P-3.3,Piling,,,,,,nos,,,,
OTHER,MA,P-3.3,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,P-3.3,RC Beam & Slab Cast,,,,,,m²,,,,
OTHER,MA,P-3.4,Piling,,,,,,nos,,,,
OTHER,MA,P-3.4,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,P-3.4,RC Beam & Slab Cast,,,,,,m²,,,,
OTHER,MA,ZC1,Piling,,,,,,nos,,,,
OTHER,MA,ZC1,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,ZC1,RC Beam & Slab Cast,,,,,,m²,,,,
OTHER,MA,ZC2.1+2.2,Piling,,,,,,nos,,,,
OTHER,MA,ZC2.1+2.2,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,ZC2.1+2.2,RC Beam & Slab Cast,,,,,,m²,,,,
OTHER,MA,ZC3.1a+3.2,Piling,,,,,,nos,,,,
OTHER,MA,ZC3.1a+3.2,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,ZC3.1a+3.2,RC Beam & Slab Cast,,,,,,m²,,,,
OTHER,MA,ZC3.1b,Piling,,,,,,nos,,,,
OTHER,MA,ZC3.1b,Working Platform & Precast,,,,,,m²,,,,
OTHER,MA,ZC3.1b,RC Beam & Slab Cast,,,,,,m²,,,,
