楼层,大区,小区,工作项,月份,序号,计划量,实际量,完成率%,单位,计划开始,计划结束,实际完成日期,标记
B2,EB,EB1S2.1,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S2.1,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S2.1,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S2.1,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S2.2,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S2.2,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S2.2,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S2.2,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S2.3,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S2.3,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S2.3,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S2.3,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S2.4,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S2.4,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S2.4,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S2.4,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S5,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S5,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S5,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S5,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S6,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S6,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S6,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S6,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S7,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S7,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S7,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S7,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB1S8,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB1S8,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB1S8,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB1S8,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-2.1,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-2.1,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-2.1,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-2.1,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-2.2,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-2.2,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-2.2,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-2.2,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-2.3,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-2.3,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-2.3,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-2.3,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-2.4,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-2.4,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-2.4,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-2.4,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-3.1A-1,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-3.1A-1,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-3.1A-1,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-3.1A-1,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-3.1A-2+3.2-2,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-3.1A-2+3.2-2,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-3.1A-2+3.2-2,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-3.1A-2+3.2-2,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-3.2-1,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-3.2-1,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-3.2-1,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-3.2-1,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,EB,EB2-3.3,EB B2 Demolition,,,,,,m²,,,,
B2,EB,EB2-3.3,EB B2-B1 Columns,,,,,,nos,,,,
B2,EB,EB2-3.3,EB B2 Pilecap,,,,,,nos,,,,
B2,EB,EB2-3.3,EB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S1+1a,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S1+1a,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S1+1a,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S1+1a,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S1+1a,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S10,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S10,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S10,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S10,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S10,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S11,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S11,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S11,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S11,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S11,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S12,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S12,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S12,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S12,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S12,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S13,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S13,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S13,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S13,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S13,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S14,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S14,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S14,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S14,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S14,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S2+S2a,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S2+S2a,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S2+S2a,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S2+S2a,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S2+S2a,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S3,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S3,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S3,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S3,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S3,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S4,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S4,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S4,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S4,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S4,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S5,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S5,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S5,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S5,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S5,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S6+6a,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S6+6a,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S6+6a,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S6+6a,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S6+6a,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S7,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S7,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S7,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S7,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S7,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S8,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S8,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S8,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S8,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S8,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S8a+14a+13a,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S8a+14a+13a,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S8a+14a+13a,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S8a+14a+13a,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S8a+14a+13a,NB B2-B1 Core Wall,,,,,,nos,,,,
B2,NB,B2-S9,NB B2 Excavation,,,,,,m³,,,,
B2,NB,B2-S9,NB B2 Slab Cast,,,,,,m²,,,,
B2,NB,B2-S9,NB B2-B1 Columns,,,,,,nos,,,,
B2,NB,B2-S9,NB B2-B1 Lift/Stair Wall,,,,,,nos,,,,
B2,NB,B2-S9,NB B2-B1 Core Wall,,,,,,nos,,,,
B1,EB,B-2.1,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-2.1,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-2.1,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-2.1,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-2.2,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-2.2,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-2.2,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-2.2,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-2.3,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-2.3,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-2.3,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-2.3,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-2.4,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-2.4,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-2.4,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-2.4,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-3.1,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-3.1,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-3.1,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-3.1,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-3.2,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-3.2,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-3.2,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-3.2,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-3.3+3.5,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-3.3+3.5,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-3.3+3.5,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-3.3+3.5,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,B-3.4,EB B1 Demolition,,,,,,m²,,,,
B1,EB,B-3.4,EB B1 Slab,,,,,,m²,,,,
B1,EB,B-3.4,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,B-3.4,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S2.1,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S2.1,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S2.1,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S2.1,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S2.2,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S2.2,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S2.2,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S2.2,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S2.3,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S2.3,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S2.3,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S2.3,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S2.4,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S2.4,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S2.4,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S2.4,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S5,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S5,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S5,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S5,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S6,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S6,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S6,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S6,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S7,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S7,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S7,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S7,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,EB,EB1S8,EB B1 Demolition,,,,,,m²,,,,
B1,EB,EB1S8,EB B1 Slab,,,,,,m²,,,,
B1,EB,EB1S8,EB B1-L1 Columns,,,,,,nos,,,,
B1,EB,EB1S8,EB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-01+03,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,A-01+03,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,A-01+03,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,A-01+03,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-01+03,NB B1 Excavation,,,,,,m³,,,,
B1,NB,A-02+B-01,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,A-02+B-01,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,A-02+B-01,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,A-02+B-01,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-02+B-01,NB B1 Excavation,,,,,,m³,,,,
B1,NB,A-04,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,A-04,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,A-04,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,A-04,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-04,NB B1 Excavation,,,,,,m³,,,,
B1,NB,A-05+06,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,A-05+06,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,A-05+06,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,A-05+06,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-05+06,NB B1 Excavation,,,,,,m³,,,,
B1,NB,A-07,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,A-07,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,A-07,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,A-07,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,A-07,NB B1 Excavation,,,,,,m³,,,,
B1,NB,B-02,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,B-02,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,B-02,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,B-02,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,B-02,NB B1 Excavation,,,,,,m³,,,,
B1,NB,B-03,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,B-03,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,B-03,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,B-03,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,B-03,NB B1 Excavation,,,,,,m³,,,,
B1,NB,B-04+04A,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,B-04+04A,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,B-04+04A,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,B-04+04A,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,B-04+04A,NB B1 Excavation,,,,,,m³,,,,
B1,NB,C-01a+b,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,C-01a+b,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,C-01a+b,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,C-01a+b,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,C-01a+b,NB B1 Excavation,,,,,,m³,,,,
B1,NB,C-02,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,C-02,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,C-02,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,C-02,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,C-02,NB B1 Excavation,,,,,,m³,,,,
B1,NB,D-01,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,D-01,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,D-01,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,D-01,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,D-01,NB B1 Excavation,,,,,,m³,,,,
B1,NB,D-02,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,D-02,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,D-02,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,D-02,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,D-02,NB B1 Excavation,,,,,,m³,,,,
B1,NB,E-01,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,E-01,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,E-01,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,E-01,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,E-01,NB B1 Excavation,,,,,,m³,,,,
B1,NB,F-01,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,F-01,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,F-01,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,F-01,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,F-01,NB B1 Excavation,,,,,,m³,,,,
B1,NB,F-02,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,F-02,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,F-02,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,F-02,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,F-02,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-1,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-1,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-1,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-1,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-1,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-3,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-3,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-3,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-3,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-3,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-4,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-4,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-4,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-4,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-4,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-5,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-5,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-5,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-5,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-5,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-6,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-6,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-6,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-6,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-6,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-7,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-7,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-7,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-7,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-7,NB B1 Excavation,,,,,,m³,,,,
B1,NB,S-8,NB B1 Slab Cast,,,,,,m²,,,,
B1,NB,S-8,NB B1-L1 Columns,,,,,,nos,,,,
B1,NB,S-8,NB B1-L1 Main Beam,,,,,,nos,,,,
B1,NB,S-8,NB B1-L1 Core Wall,,,,,,nos,,,,
B1,NB,S-8,NB B1 Excavation,,,,,,m³,,,,
B1M,NB,S-1,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-2,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-3,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-4,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-6,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-7,NB B1M Columns,,,,,,nos,,,,
B1M,NB,S-8,NB B1M Columns,,,,,,nos,,,,
L1,EB,POD4.1,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.1 CIST,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.2,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.2T,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.3CIST,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.3T,EB L1 Slab,,,,,,m²,,,,
L1,EB,POD4.4,EB L1 Slab,,,,,,m²,,,,
L1,NB,POD2.1,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.1CIS,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.1CIST,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.1T,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.2,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.2T,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.3CIST,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.3T,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.4T,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.6CIS,NB L1 Slab Cast,,,,,,m²,,,,
L1,NB,POD2.6CIST,NB L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD1.1,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD1.1,L1 Columns,,,,,,nos,,,,
L1,MA,POD1.1,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD1.1,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD1.1,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD1.2,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD1.2,L1 Columns,,,,,,nos,,,,
L1,MA,POD1.2,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD1.2,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD1.2,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD1.2T,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD1.2T,L1 Columns,,,,,,nos,,,,
L1,MA,POD1.2T,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD1.2T,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD1.2T,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.1CIST,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.1CIST,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.1CIST,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.1CIST,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.1CIST,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.1T,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.1T,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.1T,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.1T,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.1T,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.2,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.2,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.2,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.2,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.2,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.2T,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.2T,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.2T,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.2T,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.2T,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.3CIST,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.3CIST,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.3CIST,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.3CIST,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.3CIST,L1 Top Slab,,,,,,m²,,,,
L1,MA,POD3.3T,L1 Slab Cast,,,,,,m²,,,,
L1,MA,POD3.3T,L1 Columns,,,,,,nos,,,,
L1,MA,POD3.3T,L1 Lift/Stair Wall,,,,,,nos,,,,
L1,MA,POD3.3T,L1 Core Wall,,,,,,nos,,,,
L1,MA,POD3.3T,L1 Top Slab,,,,,,m²,,,,
