楼层,分区,活动,活动名称(参考),月份,计划量,完成量,活动开始,活动结束
L4,L4|2.6CIS,slab,Slab,Mar'27,71,,2027-02-12,2027-03-03
L4,L4|2.6CIS,col,Column,Mar'27,2,,2027-03-04,2027-03-12
L4,L4|2.6CIS,ls,Core/Lift/Stair Wall,Mar'27,2,,2027-03-04,2027-04-14
L4,L4|2.6CIS,ls,Core/Lift/Stair Wall,Apr'27,1,,2027-03-04,2027-04-14
L4,L4|2.6CIS,act_colcorbel,Column Cobel,Mar'27,2,,2027-03-15,2027-03-17
L4,L4|2.6CIST,mbeam,Steel Main Beam,Dec'26,3,,2026-12-01,2026-12-09
L4,L4|2.6CIST,cbeam,Cast Steel Main Beam,Dec'26,3,,2026-12-10,2026-12-18
L4,L4|2.6CIST,slab,Slab,Dec'26,485,,2026-12-21,2027-01-07
L4,L4|2.6CIST,slab,Slab,Jan'27,309,,2026-12-21,2027-01-07
L4,L4|2.6CIST,ls,Core/Lift/Stair Wall,Jan'27,1,,2027-01-08,2027-02-18
L4,L4|2.6CIST,ls,Core/Lift/Stair Wall,Feb'27,0,,2027-01-08,2027-02-18
L4,L4|2.6CIST,col,Column,Jan'27,2,,2027-01-08,2027-01-27
L4,L4|2.6CIST,ls,Core/Lift/Stair Wall,Jan'27,1,,2027-01-08,2027-02-18
L4,L4|2.6CIST,ls,Core/Lift/Stair Wall,Feb'27,0,,2027-01-08,2027-02-18
L4,L4|2.6CIST,act_colcorbel,Column Cobel,Jan'27,2,,2027-01-28,2027-02-01
L4,L4|2.6CIST,act_colcorbel,Column Cobel,Feb'27,0,,2027-01-28,2027-02-01
L4,L4|4.1,mbeam,Steel Main Beam,Nov'26,1,,2026-11-09,2026-11-11
L4,L4|4.1,cbeam,Cast Steel Main Beam,Nov'26,1,,2026-11-12,2026-11-20
L4,L4|4.1,slab,Slab,Nov'26,162,,2026-11-23,2026-12-21
L4,L4|4.1,slab,Slab,Dec'26,427,,2026-11-23,2026-12-21
L4,L4|4.1,col,Column,Dec'26,3,,2026-12-22,2026-12-30
L4,L4|4.1,act_colcorbel,Column Cobel,Dec'26,1,,2026-12-31,2027-01-04
L4,L4|4.1,act_colcorbel,Column Cobel,Jan'27,2,,2026-12-31,2027-01-04
L4,L4|4.1CIST,mbeam,Steel Main Beam,Jan'27,6,,2027-01-07,2027-01-13
L4,L4|4.1CIST,cbeam,Cast Steel Main Beam,Jan'27,6,,2027-01-14,2027-01-22
L4,L4|4.1CIST,slab,Slab,Jan'27,818,,2027-01-23,2027-02-05
L4,L4|4.1CIST,slab,Slab,Feb'27,454,,2027-01-23,2027-02-05
L4,L4|4.1CIST,col,Column,Feb'27,7,,2027-02-08,2027-02-25
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Feb'27,1,,2027-02-22,2027-04-02
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Mar'27,0,,2027-02-22,2027-04-02
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Apr'27,0,,2027-02-22,2027-04-02
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Feb'27,1,,2027-02-22,2027-04-02
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Mar'27,4,,2027-02-22,2027-04-02
L4,L4|4.1CIST,ls,Core/Lift/Stair Wall,Apr'27,0,,2027-02-22,2027-04-02
L4,L4|4.1CIST,act_colcorbel,Column Cobel,Feb'27,4,,2027-02-26,2027-03-02
L4,L4|4.1CIST,act_colcorbel,Column Cobel,Mar'27,3,,2027-02-26,2027-03-02
L4,L4|4.2,mbeam,Steel Main Beam,Nov'26,3,,2026-11-10,2026-11-12
L4,L4|4.2,cbeam,Cast Steel Main Beam,Nov'26,3,,2026-11-12,2026-11-20
L4,L4|4.2,slab,Slab,Dec'26,549,,2026-12-02,2026-12-30
L4,L4|4.2,col,Column,Jan'27,3,,2027-01-01,2027-01-11
L4,L4|4.2,act_colcorbel,Column Cobel,Jan'27,3,,2027-01-12,2027-01-14
L4,L4|4.2T,mbeam,Steel Main Beam,Oct'26,3,,2026-10-26,2026-10-28
L4,L4|4.2T,cbeam,Cast Steel Main Beam,Oct'26,1,,2026-10-29,2026-11-06
L4,L4|4.2T,cbeam,Cast Steel Main Beam,Nov'26,2,,2026-10-29,2026-11-06
L4,L4|4.2T,col,Column,Nov'26,3,,2026-11-09,2026-11-17
L4,L4|4.2T,act_colcorbel,Column Cobel,Nov'26,3,,2026-11-18,2026-11-20
L4,L4|4.3CIST,mbeam,Steel Main Beam,Jan'27,3,,2027-01-13,2027-01-19
L4,L4|4.3CIST,cbeam,Cast Steel Main Beam,Jan'27,3,,2027-01-20,2027-01-28
L4,L4|4.3CIST,slab,Slab,Jan'27,56,,2027-01-29,2027-02-17
L4,L4|4.3CIST,slab,Slab,Feb'27,318,,2027-01-29,2027-02-17
L4,L4|4.3CIST,col,Column,Feb'27,3,,2027-02-18,2027-02-26
L4,L4|4.3CIST,act_colcorbel,Column Cobel,Mar'27,3,,2027-03-01,2027-03-03
L4,L4|4.3CIST,ls,Core/Lift/Stair Wall,Mar'27,2,,2027-03-04,2027-04-14
L4,L4|4.3CIST,ls,Core/Lift/Stair Wall,Apr'27,1,,2027-03-04,2027-04-14
L4,L4|4.3T,slab,Slab,Dec'26,65,,2026-12-30,2027-01-27
L4,L4|4.3T,slab,Slab,Jan'27,878,,2026-12-30,2027-01-27
L4,L4|4.3T,mbeam,Steel Main Beam,Jan'27,3,,2027-01-22,2027-01-28
L4,L4|4.3T,cbeam,Cast Steel Main Beam,Jan'27,1,,2027-01-29,2027-02-08
L4,L4|4.3T,cbeam,Cast Steel Main Beam,Feb'27,2,,2027-01-29,2027-02-08
L4,L4|4.3T,col,Column,Feb'27,7,,2027-02-09,2027-02-26
L4,L4|4.3T,act_colcorbel,Column Cobel,Mar'27,7,,2027-03-01,2027-03-03
L4,L4|4.4,mbeam,Steel Main Beam,Feb'27,5,,2027-02-17,2027-02-23
L4,L4|4.4,cbeam,Cast Steel Main Beam,Feb'27,3,,2027-02-24,2027-03-04
L4,L4|4.4,cbeam,Cast Steel Main Beam,Mar'27,2,,2027-02-24,2027-03-04
L4,L4|4.4,slab,Slab,Mar'27,750,,2027-03-05,2027-03-24
L4,L4|4.4,col,Column,Mar'27,3,,2027-03-22,2027-04-08
L4,L4|4.4,col,Column,Apr'27,2,,2027-03-22,2027-04-08
L4,L4|4.4,act_colcorbel,Column Cobel,Apr'27,5,,2027-04-09,2027-04-13
L4,L4|3.1T,mbeam,Steel Main Beam,Jan'27,4,,2027-01-18,2027-01-22
L4,L4|3.1T,cbeam,Cast Steel Main Beam,Jan'27,4,,2027-01-25,2027-02-01
L4,L4|3.1T,cbeam,Cast Steel Main Beam,Feb'27,0,,2027-01-25,2027-02-01
L4,L4|3.1T,slab,Slab,Feb'27,1096,,2027-02-02,2027-02-19
L4,L4|3.1T,col,Column,Feb'27,2,,2027-02-22,2027-03-11
L4,L4|3.1T,col,Column,Mar'27,4,,2027-02-22,2027-03-11
L4,L4|3.1T,act_colcorbel,Column Cobel,Mar'27,6,,2027-03-12,2027-03-16
L4,L4|1.1,mbeam,Steel Main Beam,Feb'27,6,,2027-02-15,2027-02-23
L4,L4|1.1,cbeam,Cast Steel Main Beam,Feb'27,3,,2027-02-24,2027-03-04
L4,L4|1.1,cbeam,Cast Steel Main Beam,Mar'27,3,,2027-02-24,2027-03-04
L4,L4|1.1,slab,Slab,Mar'27,540,,2027-03-05,2027-03-24
L4,L4|1.2,mbeam,Steel Main Beam,Nov'26,7,,2026-11-10,2026-11-18
L4,L4|1.2,cbeam,Cast Steel Main Beam,Nov'26,7,,2026-11-19,2026-11-27
L4,L4|1.2,ls,Core/Lift/Stair Wall,Dec'26,1,,2026-12-08,2027-01-18
L4,L4|1.2,ls,Core/Lift/Stair Wall,Jan'27,0,,2026-12-08,2027-01-18
L4,L4|1.2,slab,Slab,Jan'27,1240,,2027-01-06,2027-01-25
L4,L4|1.2,col,Column,Jan'27,3,,2027-01-26,2027-02-12
L4,L4|1.2,col,Column,Feb'27,7,,2027-01-26,2027-02-12
L4,L4|1.2,act_colcorbel,Column Cobel,Feb'27,10,,2027-02-15,2027-02-23
L4,L4|P1.2T,mbeam,Steel Main Beam,Dec'26,9,,2026-12-03,2026-12-16
L4,L4|P1.2T,cbeam,Cast Steel Main Beam,Dec'26,7,,2026-12-17,2027-01-05
L4,L4|P1.2T,cbeam,Cast Steel Main Beam,Jan'27,2,,2026-12-17,2027-01-05
L4,L4|P1.2T,col,Column,Jan'27,8,,2027-01-06,2027-02-03
L4,L4|P1.2T,col,Column,Feb'27,1,,2027-01-06,2027-02-03
L4,L4|P1.2T,act_colcorbel,Column Cobel,Jan'27,5,,2027-01-22,2027-02-10
L4,L4|P1.2T,act_colcorbel,Column Cobel,Feb'27,4,,2027-01-22,2027-02-10
L4,L4|3.1CIST,mbeam,Steel Main Beam,Jan'27,3,,2027-01-11,2027-01-19
L4,L4|3.1CIST,ls,Core/Lift/Stair Wall,Jan'27,1,,2027-01-15,2027-02-12
L4,L4|3.1CIST,ls,Core/Lift/Stair Wall,Feb'27,0,,2027-01-15,2027-02-12
L4,L4|3.1CIST,ls,Core/Lift/Stair Wall,Jan'27,2,,2027-01-15,2027-02-12
L4,L4|3.1CIST,ls,Core/Lift/Stair Wall,Feb'27,1,,2027-01-15,2027-02-12
L4,L4|3.1CIST,cbeam,Cast Steel Main Beam,Jan'27,3,,2027-01-20,2027-01-28
L4,L4|3.1CIST,slab,Slab,Jan'27,132,,2027-01-29,2027-02-17
L4,L4|3.1CIST,slab,Slab,Feb'27,751,,2027-01-29,2027-02-17
L4,L4|3.1CIST,col,Column,Feb'27,7,,2027-02-11,2027-02-24
L4,L4|3.1CIST,act_colcorbel,Column Cobel,Feb'27,6,,2027-02-25,2027-03-01
L4,L4|3.1CIST,act_colcorbel,Column Cobel,Mar'27,1,,2027-02-25,2027-03-01
L4,L4|3.2,mbeam,Steel Main Beam,Jan'27,5,,2027-01-19,2027-01-27
L4,L4|3.2,cbeam,Cast Steel Main Beam,Jan'27,2,,2027-01-28,2027-02-05
L4,L4|3.2,cbeam,Cast Steel Main Beam,Feb'27,3,,2027-01-28,2027-02-05
L4,L4|3.2,slab,Slab,Feb'27,953,,2027-02-08,2027-02-25
L4,L4|3.2,col,Column,Feb'27,1,,2027-02-26,2027-03-17
L4,L4|3.2,col,Column,Mar'27,4,,2027-02-26,2027-03-17
L4,L4|3.2,act_colcorbel,Column Cobel,Mar'27,5,,2027-03-18,2027-03-22
L4,L4|3.2,ls,Core/Lift/Stair Wall,Mar'27,1,,2027-03-23,2027-05-03
L4,L4|3.2,ls,Core/Lift/Stair Wall,Apr'27,0,,2027-03-23,2027-05-03
L4,L4|3.2,ls,Core/Lift/Stair Wall,May'27,0,,2027-03-23,2027-05-03
L4,L4|3.2T,mbeam,Steel Main Beam,Jan'27,1,,2027-01-20,2027-01-28
L4,L4|3.2T,cbeam,Cast Steel Main Beam,Jan'27,1,,2027-01-29,2027-02-08
L4,L4|3.2T,cbeam,Cast Steel Main Beam,Feb'27,0,,2027-01-29,2027-02-08
L4,L4|3.2T,col,Column,Feb'27,1,,2027-02-09,2027-02-17
L4,L4|3.2T,act_colcorbel,Column Cobel,Feb'27,1,,2027-02-18,2027-02-22
L4,L4|3.3CIST,ls,Core/Lift/Stair Wall,Dec'26,2,,2026-12-21,2027-01-18
L4,L4|3.3CIST,ls,Core/Lift/Stair Wall,Jan'27,2,,2026-12-21,2027-01-18
L4,L4|3.3CIST,mbeam,Steel Main Beam,Jan'27,3,,2027-01-22,2027-02-01
L4,L4|3.3CIST,mbeam,Steel Main Beam,Feb'27,0,,2027-01-22,2027-02-01
L4,L4|3.3CIST,cbeam,Cast Steel Main Beam,Feb'27,3,,2027-02-02,2027-02-10
L4,L4|3.3CIST,slab,Slab,Feb'27,730,,2027-02-11,2027-02-24
L4,L4|3.3CIST,col,Column,Feb'27,1,,2027-02-25,2027-03-17
L4,L4|3.3CIST,col,Column,Mar'27,5,,2027-02-25,2027-03-17
L4,L4|3.3CIST,act_colcorbel,Column Cobel,Mar'27,6,,2027-03-18,2027-03-22
L4,L4|3.3T,mbeam,Steel Main Beam,Dec'26,2,,2026-12-23,2026-12-25
L4,L4|3.3T,cbeam,Cast Steel Main Beam,Dec'26,1,,2026-12-28,2027-01-05
L4,L4|3.3T,cbeam,Cast Steel Main Beam,Jan'27,1,,2026-12-28,2027-01-05
L4,L4|3.3T,slab,Slab,Jan'27,415,,2027-01-06,2027-01-25
L4,L4|3.3T,col,Column,Jan'27,1,,2027-01-26,2027-02-03
L4,L4|3.3T,col,Column,Feb'27,0,,2027-01-26,2027-02-03
L4,L4|3.3T,act_colcorbel,Column Cobel,Feb'27,1,,2027-02-04,2027-02-08
L4,L4|3.4,mbeam,Steel Main Beam,Jan'27,1,,2027-01-19,2027-01-27
L4,L4|3.4,cbeam,Cast Steel Main Beam,Jan'27,1,,2027-01-28,2027-02-05
L4,L4|3.4,cbeam,Cast Steel Main Beam,Feb'27,0,,2027-01-28,2027-02-05
L4,L4|3.4,slab,Slab,Feb'27,659,,2027-02-08,2027-02-25
L4,L4|3.4,col,Column,Feb'27,1,,2027-02-26,2027-03-08
L4,L4|3.4,col,Column,Mar'27,4,,2027-02-26,2027-03-08
L4,L4|3.4,act_colcorbel,Column Cobel,Mar'27,5,,2027-03-09,2027-03-11
L4,L4|3.4T,mbeam,Steel Main Beam,Jan'27,4,,46406,46414
L4,L4|3.4T,cbeam,Cast Steel Main Beam,Jan'27,2,,46415,46423
L4,L4|3.4T,cbeam,Cast Steel Main Beam,Feb'27,2,,46415,46423
L4,L4|3.4T,col,Column,Feb'27,2,,46426,46434
L4,L4|3.4T,act_colcorbel,Column Cobel,Feb'27,2,,46435,46437
