楼层,分区,活动,活动名称(参考),月份,计划量,完成量,活动开始,活动结束
B1,B1|EB1S2.1,slab,Cast Slab,Jul'26,12,,2026-07-01,2026-07-20
B1,B1|EB1S2.1,col,Columns,Jul'26,2,,2026-07-21,2026-07-29
B1,B1|EB1S2.1,act_corewall,Core Wall,Jul'26,0.0714,,2026-07-29,2026-07-31
B1,B1|EB1S2.1,act_corewall,Core Wall,Aug'26,0.7381,,2026-08-01,2026-08-31
B1,B1|EB1S2.1,act_corewall,Core Wall,Sep'26,0.1905,,2026-09-01,2026-09-08
B1,B1|EB1S2.1,act_corewall,Core Wall,Aug'26,0.3537,,2026-08-03,2026-08-31
B1,B1|EB1S2.1,act_corewall,Core Wall,Sep'26,0.3659,,2026-09-01,2026-09-30
B1,B1|EB1S2.1,act_corewall,Core Wall,Oct'26,0.2804,,2026-10-01,2026-10-23
B1,B1|EB1S2.1,act_corewall,Core Wall,Sep'26,,,2026-09-09,2026-09-17
B1,B1|EB1S2.2,slab,Cast Slab,Jul'26,,,2026-07-01,2026-07-20
B1,B1|EB1S2.2,col,Columns,Jul'26,4,,2026-07-21,2026-07-29
B1,B1|EB1S2.3,slab,Cast Slab,Jul'26,,,2026-07-10,2026-07-23
B1,B1|EB1S2.3,col,Columns,Jul'26,4,,2026-07-22,2026-07-30
B1,B1|EB1S2.4,slab,Cast Slab,Jul'26,0.3636,,2026-07-31,2026-07-31
B1,B1|EB1S2.4,slab,Cast Slab,Aug'26,3.6364,,2026-08-01,2026-08-10
B1,B1|EB1S2.4,col,Columns,Aug'26,5,,2026-08-11,2026-08-19
B1,B1|EB1S5,slab,Cast Slab,Aug'26,,,2026-08-12,2026-08-31
B1,B1|EB1S5,col,Columns,Sep'26,2,,2026-09-01,2026-09-09
B1,B1|EB1S6,slab,Cast Slab,Aug'26,1.65,,2026-08-21,2026-08-31
B1,B1|EB1S6,slab,Cast Slab,Sep'26,1.35,,2026-09-01,2026-09-09
B1,B1|EB1S6,col,Columns,Sep'26,7,,2026-09-10,2026-09-18
B1,B1|EB1S7,slab,Cast Slab,Sep'26,83.7,,2026-09-29,2026-09-30
B1,B1|EB1S7,slab,Cast Slab,Oct'26,83.7,,2026-10-01,2026-10-16
B1,B1|EB1S7,col,Columns,Oct'26,83.7,,2026-10-19,2026-10-27
B1,B1|EB1S8,act_corewall,Core Wall,Sep'26,83.7,,2026-09-18,2026-09-30
B1,B1|EB1S8,act_corewall,Core Wall,Oct'26,83.7,,2026-10-01,2026-10-31
B1,B1|EB1S8,act_corewall,Core Wall,Nov'26,83.7,,2026-11-01,2026-11-19
B1,B1|EB1S8,slab,Cast Slab,Sep'26,83.7,,2026-09-29,2026-09-30
B1,B1|EB1S8,slab,Cast Slab,Oct'26,83.7,,2026-10-01,2026-10-16
B1,B1|EB1S8,act_corewall,Core Wall,Sep'26,83.7,,2026-09-29,2026-09-30
B1,B1|EB1S8,act_corewall,Core Wall,Nov'26,83.7,,2026-11-01,2026-11-09
B1,B1|EB1S8,col,Columns,Oct'26,83.7,,2026-10-19,2026-10-27
B1,B1|EB1S8,col,Columns,Oct'26,83.7,,2026-10-28,2026-10-31
B1,B1|EB1S8,col,Columns,Nov'26,83.7,,2026-11-01,2026-11-16
B1,B1|EB1S8,act_corewall,Core Wall,Nov'26,83.7,,2026-11-10,2026-11-18
B1,B1|C01A,demo,Demolition,Apr'26,83.7,,2026-04-01,2026-04-30
B1,B1|C01A,demo,Demolition,May'26,83.7,,2026-05-01,2026-05-18
B1,B1|C01A,exc,Excavation,May'26,83.7,,2026-05-19,2026-05-31
B1,B1|C01A,exc,Excavation,Jun'26,83.7,,2026-06-01,2026-06-25
B1,B1|C01A,slab,Cast Slab,Jun'26,83.7,,2026-06-26,2026-06-30
B1,B1|C01A,slab,Cast Slab,Jul'26,83.7,,2026-07-01,2026-07-16
B1,B1|C01A,col,Columns,Jul'26,83.7,,2026-07-17,2026-07-31
B1,B1|C01A,col,Columns,Aug'26,83.7,,2026-08-01,2026-08-31
B1,B1|C01A,col,Columns,Sep'26,83.7,,2026-09-01,2026-09-14
B1,B1|C01A,act_wall,Wall,Jan'27,83.7,,2027-01-13,2027-01-31
B1,B1|C01A,act_wall,Wall,Feb'27,83.7,,2027-02-01,2027-02-28
B1,B1|C01A,act_wall,Wall,Mar'27,83.7,,2027-03-01,2027-03-31
